material,materialid,maintenance
Städning,0,2022-11-01T09:44:12
Metallförpackningar,3,2022-10-26T21:17:40
Pappersförpackningar,5,2022-11-01T07:23:53
Plastförpackningar,16,2022-10-31T17:09:58
Ofärgade glasförpackningar,18,2022-10-27T15:38:14
Färgade glasförpackningar,19,2022-10-27T15:38:14
Städning,0,2022-11-02T08:13:08
Pappersförpackningar,5,2022-11-02T08:11:54
Pappersförpackningar,5,2022-11-03T07:50:25
Plastförpackningar,16,2022-11-03T13:05:04
Städning,0,2022-11-04T21:57:57
Pappersförpackningar,5,2022-11-04T10:29:03
Städning,0,2022-11-05T16:52:08
Pappersförpackningar,5,2022-11-05T13:14:20
Plastförpackningar,16,2022-11-05T16:02:43
Pappersförpackningar,5,2022-11-06T20:56:28
Städning,0,2022-11-07T14:40:49
Metallförpackningar,3,2022-11-07T12:02:31
Pappersförpackningar,5,2022-11-07T08:49:46
Plastförpackningar,16,2022-11-07T17:11:33
Städning,0,2022-11-08T13:15:52
Pappersförpackningar,5,2022-11-08T08:36:33
Städning,0,2022-11-09T09:20:27
Pappersförpackningar,5,2022-11-09T08:39:40
Pappersförpackningar,5,2022-11-10T07:48:01
Plastförpackningar,16,2022-11-10T12:03:29
Städning,0,2022-11-11T08:50:59
Pappersförpackningar,5,2022-11-11T08:35:06
Städning,0,2022-11-12T13:07:29
Pappersförpackningar,5,2022-11-12T16:31:28
Plastförpackningar,16,2022-11-12T18:33:40
Pappersförpackningar,5,2022-11-13T15:40:52
Städning,0,2022-11-14T08:43:14
Pappersförpackningar,5,2022-11-14T08:31:31
Plastförpackningar,16,2022-11-14T14:28:27
Städning,0,2022-11-15T09:14:58
Pappersförpackningar,5,2022-11-15T08:07:34
Städning,0,2022-11-16T07:53:31
Pappersförpackningar,5,2022-11-16T08:31:35
Ofärgade glasförpackningar,18,2022-11-16T13:51:53
Färgade glasförpackningar,19,2022-11-16T13:51:53
Pappersförpackningar,5,2022-11-17T08:12:55
Plastförpackningar,16,2022-11-17T11:40:23
Städning,0,2022-11-18T08:13:42
Pappersförpackningar,5,2022-11-18T08:31:27
Städning,0,2022-11-19T13:28:26
Pappersförpackningar,5,2022-11-19T13:52:59
Plastförpackningar,16,2022-11-19T18:33:08
Pappersförpackningar,5,2022-11-20T15:40:53
Städning,0,2022-11-21T08:47:00
Pappersförpackningar,5,2022-11-21T08:45:53
Plastförpackningar,16,2022-11-21T17:19:35
Städning,0,2022-11-23T08:57:30
Metallförpackningar,3,2022-11-22T20:01:51
Pappersförpackningar,5,2022-11-23T08:33:26
Pappersförpackningar,5,2022-11-24T08:04:33
Plastförpackningar,16,2022-11-24T13:03:42
Städning,0,2022-11-25T08:35:55
Pappersförpackningar,5,2022-11-25T08:31:33
Städning,0,2022-11-26T13:30:27
Pappersförpackningar,5,2022-11-26T16:11:27
Plastförpackningar,16,2022-11-26T18:42:26
Pappersförpackningar,5,2022-11-27T18:11:22
Städning,0,2022-11-28T08:56:05
Pappersförpackningar,5,2022-11-28T08:26:29
Plastförpackningar,16,2022-11-28T15:55:26
