material,materialid,maintenance
Städning,0,2022-11-01T10:44:06
Metallförpackningar,3,2022-10-17T07:43:42
Pappersförpackningar,5,2022-10-31T13:55:53
Tidningar,13,2022-11-01T14:27:24
Plastförpackningar,16,2022-11-01T15:08:47
Ofärgade glasförpackningar,18,2022-10-29T12:58:43
Färgade glasförpackningar,19,2022-10-29T12:58:43
Pappersförpackningar,5,2022-11-03T14:30:49
Städning,0,2022-11-04T09:01:51
Pappersförpackningar,5,2022-11-05T17:54:43
Plastförpackningar,16,2022-11-05T14:58:15
Pappersförpackningar,5,2022-11-07T13:22:18
Städning,0,2022-11-08T10:18:59
Tidningar,13,2022-11-08T10:57:36
Plastförpackningar,16,2022-11-08T15:44:19
Metallförpackningar,3,2022-11-09T17:37:24
Pappersförpackningar,5,2022-11-10T14:45:01
Städning,0,2022-11-11T08:25:20
Pappersförpackningar,5,2022-11-12T19:16:26
Plastförpackningar,16,2022-11-12T16:15:10
Pappersförpackningar,5,2022-11-14T14:04:09
Städning,0,2022-11-15T10:48:12
Tidningar,13,2022-11-15T09:52:24
Plastförpackningar,16,2022-11-15T15:43:12
Pappersförpackningar,5,2022-11-17T13:27:04
Städning,0,2022-11-18T09:19:50
Ofärgade glasförpackningar,18,2022-11-18T08:55:44
Färgade glasförpackningar,19,2022-11-18T08:55:44
Pappersförpackningar,5,2022-11-19T16:40:47
Plastförpackningar,16,2022-11-19T15:29:37
Pappersförpackningar,5,2022-11-21T18:21:53
Städning,0,2022-11-22T12:26:06
Plastförpackningar,16,2022-11-23T08:56:36
Pappersförpackningar,5,2022-11-24T14:01:08
Städning,0,2022-11-25T09:32:55
Pappersförpackningar,5,2022-11-26T19:28:41
Plastförpackningar,16,2022-11-26T15:15:16
Pappersförpackningar,5,2022-11-28T14:11:21
Städning,0,2022-11-29T11:10:22
Tidningar,13,2022-11-29T09:53:40
Plastförpackningar,16,2022-11-29T16:59:43
Städning,0,2022-12-13T11:12:54
Metallförpackningar,3,2022-12-09T18:47:54
Pappersförpackningar,5,2022-12-12T13:45:06
Tidningar,13,2022-12-13T10:13:56
Plastförpackningar,16,2022-12-13T15:57:56
Ofärgade glasförpackningar,18,2022-12-11T12:39:06
Färgade glasförpackningar,19,2022-12-11T12:39:06
Städning,0,2023-01-03T10:40:11
Pappersförpackningar,5,2023-01-02T13:12:10
Tidningar,13,2023-01-03T10:55:15
Plastförpackningar,16,2022-12-31T15:44:07
Städning,0,2023-01-13T08:54:37
Metallförpackningar,3,2023-01-09T09:15:58
Pappersförpackningar,5,2023-01-14T17:12:55
Tidningar,13,2023-01-10T10:04:07
Plastförpackningar,16,2023-01-14T16:22:15
Ofärgade glasförpackningar,18,2023-01-05T10:49:12
Färgade glasförpackningar,19,2023-01-05T10:49:12
Pappersförpackningar,5,2023-01-16T12:30:49
Städning,0,2023-01-17T10:32:31
Tidningar,13,2023-01-17T10:01:37
Plastförpackningar,16,2023-01-17T18:07:05
Pappersförpackningar,5,2023-01-19T08:23:25
Städning,0,2023-01-20T08:56:57
Pappersförpackningar,5,2023-01-21T10:33:18
Plastförpackningar,16,2023-01-21T15:23:42
Pappersförpackningar,5,2023-01-23T14:43:25
Städning,0,2023-01-24T10:40:05
Tidningar,13,2023-01-24T09:53:23
Plastförpackningar,16,2023-01-24T15:14:46
Pappersförpackningar,5,2023-01-26T09:19:30
Ofärgade glasförpackningar,18,2023-01-26T08:18:07
Färgade glasförpackningar,19,2023-01-26T08:18:07
Städning,0,2023-01-27T09:24:48
Pappersförpackningar,5,2023-01-28T10:17:37
Plastförpackningar,16,2023-01-28T15:14:16
Pappersförpackningar,5,2023-01-30T14:24:19
Städning,0,2023-01-31T10:58:25
Tidningar,13,2023-01-31T10:13:02
Plastförpackningar,16,2023-01-31T15:44:34
Pappersförpackningar,5,2023-02-02T08:13:27
Städning,0,2023-02-03T08:50:37
Metallförpackningar,3,2023-02-04T16:44:11
Pappersförpackningar,5,2023-02-04T09:53:26
Plastförpackningar,16,2023-02-04T15:14:10
Pappersförpackningar,5,2023-02-06T14:11:26
Städning,0,2023-02-07T11:40:34
Tidningar,13,2023-02-07T09:34:11
Plastförpackningar,16,2023-02-07T15:01:54
Städning,0,2023-02-10T08:41:28
Pappersförpackningar,5,2023-02-09T08:11:53
