material,materialid,maintenance
Städning,0,2022-10-31T09:37:52
Metallförpackningar,3,2022-10-31T08:42:07
Pappersförpackningar,5,2022-11-01T08:56:40
Tidningar,13,2022-10-31T14:41:13
Plastförpackningar,16,2022-10-31T09:56:09
Ofärgade glasförpackningar,18,2022-11-01T13:13:52
Färgade glasförpackningar,19,2022-11-01T13:13:52
Städning,0,2022-11-02T08:51:25
Pappersförpackningar,5,2022-11-02T10:38:21
Pappersförpackningar,5,2022-11-03T11:02:13
Plastförpackningar,16,2022-11-03T12:14:57
Städning,0,2022-11-04T09:24:45
Pappersförpackningar,5,2022-11-04T09:40:48
Pappersförpackningar,5,2022-11-05T16:36:51
Plastförpackningar,16,2022-11-05T12:16:40
Pappersförpackningar,5,2022-11-06T10:28:10
Städning,0,2022-11-07T09:02:33
Pappersförpackningar,5,2022-11-07T13:59:18
Tidningar,13,2022-11-07T08:29:47
Plastförpackningar,16,2022-11-07T08:46:09
Pappersförpackningar,5,2022-11-08T10:53:50
Städning,0,2022-11-09T08:48:26
Pappersförpackningar,5,2022-11-09T10:46:06
Pappersförpackningar,5,2022-11-10T11:01:02
Plastförpackningar,16,2022-11-10T11:09:21
Ofärgade glasförpackningar,18,2022-11-10T08:55:35
Färgade glasförpackningar,19,2022-11-10T08:55:35
Städning,0,2022-11-11T08:49:09
Pappersförpackningar,5,2022-11-11T09:34:43
Pappersförpackningar,5,2022-11-12T16:52:27
Plastförpackningar,16,2022-11-12T11:50:44
Pappersförpackningar,5,2022-11-13T10:20:16
Städning,0,2022-11-14T12:19:50
Pappersförpackningar,5,2022-11-14T16:44:17
Tidningar,13,2022-11-14T09:33:17
Plastförpackningar,16,2022-11-14T10:50:58
Pappersförpackningar,5,2022-11-15T10:01:42
Städning,0,2022-11-16T08:58:29
Pappersförpackningar,5,2022-11-16T10:27:48
Ofärgade glasförpackningar,18,2022-11-16T13:11:51
Färgade glasförpackningar,19,2022-11-16T13:11:51
Pappersförpackningar,5,2022-11-17T09:31:45
Plastförpackningar,16,2022-11-17T17:41:41
Städning,0,2022-11-18T09:07:56
Pappersförpackningar,5,2022-11-18T09:46:23
Pappersförpackningar,5,2022-11-19T15:52:30
Plastförpackningar,16,2022-11-19T11:48:39
Pappersförpackningar,5,2022-11-20T11:11:16
Pappersförpackningar,5,2022-11-21T16:44:20
Plastförpackningar,16,2022-11-21T12:17:56
Städning,0,2022-11-23T09:17:24
Pappersförpackningar,5,2022-11-23T09:37:16
Tidningar,13,2022-11-22T12:34:50
Ofärgade glasförpackningar,18,2022-11-23T09:07:46
Färgade glasförpackningar,19,2022-11-23T09:07:46
Pappersförpackningar,5,2022-11-24T09:47:34
Plastförpackningar,16,2022-11-24T12:07:47
Städning,0,2022-11-25T09:35:57
Pappersförpackningar,5,2022-11-25T10:52:19
Pappersförpackningar,5,2022-11-26T15:06:25
Plastförpackningar,16,2022-11-26T11:28:28
Pappersförpackningar,5,2022-11-27T14:35:03
Städning,0,2022-11-28T09:38:10
Metallförpackningar,3,2022-11-28T11:13:14
Pappersförpackningar,5,2022-11-28T16:35:44
Tidningar,13,2022-11-28T09:15:27
Plastförpackningar,16,2022-11-28T08:46:45
Pappersförpackningar,5,2022-11-29T09:31:59
Städning,0,2022-12-12T09:42:30
Pappersförpackningar,5,2022-12-13T10:45:40
Tidningar,13,2022-12-12T12:10:25
Plastförpackningar,16,2022-12-12T08:46:43
Ofärgade glasförpackningar,18,2022-12-08T11:18:34
Färgade glasförpackningar,19,2022-12-08T11:18:34
Städning,0,2023-01-02T08:43:57
Metallförpackningar,3,2022-12-30T11:35:41
Pappersförpackningar,5,2023-01-03T08:47:28
Tidningar,13,2023-01-02T12:08:20
Plastförpackningar,16,2023-01-02T08:17:25
Ofärgade glasförpackningar,18,2022-12-29T08:06:01
Färgade glasförpackningar,19,2022-12-29T08:06:01
Städning,0,2023-01-13T08:56:54
Metallförpackningar,3,2023-01-09T14:04:26
Pappersförpackningar,5,2023-01-14T14:52:14
Tidningar,13,2023-01-09T12:05:39
Plastförpackningar,16,2023-01-14T14:00:34
Ofärgade glasförpackningar,18,2023-01-10T09:43:38
Färgade glasförpackningar,19,2023-01-10T09:43:38
Pappersförpackningar,5,2023-01-15T11:09:43
Städning,0,2023-01-16T09:02:58
Pappersförpackningar,5,2023-01-16T13:13:29
Tidningar,13,2023-01-16T11:58:23
Plastförpackningar,16,2023-01-16T09:11:13
Pappersförpackningar,5,2023-01-17T09:46:26
Ofärgade glasförpackningar,18,2023-01-17T14:42:52
Färgade glasförpackningar,19,2023-01-17T14:42:52
Städning,0,2023-01-18T08:56:02
Pappersförpackningar,5,2023-01-18T09:30:53
Pappersförpackningar,5,2023-01-19T09:39:44
