material,materialid,maintenance
Städning,0,2022-10-31T09:07:07
Metallförpackningar,3,2022-10-25T15:04:41
Pappersförpackningar,5,2022-10-31T10:18:21
Tidningar,13,2022-10-11T11:57:22
Plastförpackningar,16,2022-10-29T08:45:40
Ofärgade glasförpackningar,18,2022-10-26T09:26:19
Färgade glasförpackningar,19,2022-10-26T09:26:19
Städning,0,2022-11-02T08:59:43
Pappersförpackningar,5,2022-11-02T08:47:25
Plastförpackningar,16,2022-11-02T11:46:48
Städning,0,2022-11-04T08:38:11
Pappersförpackningar,5,2022-11-05T07:35:45
Plastförpackningar,16,2022-11-05T09:06:07
Pappersförpackningar,5,2022-11-06T07:57:37
Städning,0,2022-11-07T09:12:12
Pappersförpackningar,5,2022-11-07T10:10:36
Tidningar,13,2022-11-08T10:39:59
Städning,0,2022-11-09T08:22:48
Pappersförpackningar,5,2022-11-09T08:50:49
Plastförpackningar,16,2022-11-09T13:40:18
Pappersförpackningar,5,2022-11-12T07:43:00
Plastförpackningar,16,2022-11-12T09:04:46
Pappersförpackningar,5,2022-11-13T08:42:42
Städning,0,2022-11-14T09:27:09
Pappersförpackningar,5,2022-11-14T11:08:24
Städning,0,2022-11-16T09:15:11
Pappersförpackningar,5,2022-11-16T09:10:12
Plastförpackningar,16,2022-11-16T13:07:38
Städning,0,2022-11-18T09:29:48
Pappersförpackningar,5,2022-11-19T07:54:14
Plastförpackningar,16,2022-11-19T09:47:08
Städning,0,2022-11-21T10:46:26
Pappersförpackningar,5,2022-11-21T11:27:08
Städning,0,2022-11-23T07:44:00
Metallförpackningar,3,2022-11-22T08:57:34
Pappersförpackningar,5,2022-11-23T08:13:52
Tidningar,13,2022-11-23T08:00:27
Plastförpackningar,16,2022-11-23T13:13:26
Städning,0,2022-11-25T09:16:09
Pappersförpackningar,5,2022-11-26T08:44:53
Plastförpackningar,16,2022-11-26T09:42:17
Pappersförpackningar,5,2022-11-27T10:00:38
Städning,0,2022-11-28T09:14:03
Pappersförpackningar,5,2022-11-28T10:30:07
Städning,0,2022-12-12T08:21:49
Pappersförpackningar,5,2022-12-12T09:46:35
Plastförpackningar,16,2022-12-10T08:40:41
Ofärgade glasförpackningar,18,2022-11-30T08:54:09
Färgade glasförpackningar,19,2022-11-30T08:54:09
Städning,0,2023-01-02T08:21:45
Metallförpackningar,3,2022-12-20T14:12:08
Pappersförpackningar,5,2023-01-02T09:40:22
Tidningar,13,2022-12-20T12:34:51
Plastförpackningar,16,2022-12-31T09:21:13
Ofärgade glasförpackningar,18,2022-12-28T09:11:45
Färgade glasförpackningar,19,2022-12-28T09:11:45
Städning,0,2023-01-13T10:09:26
Pappersförpackningar,5,2023-01-14T08:04:16
Tidningar,13,2023-01-04T10:02:15
Plastförpackningar,16,2023-01-14T09:46:27
Pappersförpackningar,5,2023-01-15T08:00:15
Städning,0,2023-01-16T09:03:38
Pappersförpackningar,5,2023-01-16T10:17:58
Tidningar,13,2023-01-17T09:44:51
Städning,0,2023-01-18T08:12:20
Metallförpackningar,3,2023-01-18T14:39:12
Pappersförpackningar,5,2023-01-18T08:02:01
Plastförpackningar,16,2023-01-18T12:27:40
Städning,0,2023-01-20T13:46:13
Pappersförpackningar,5,2023-01-21T08:08:43
Plastförpackningar,16,2023-01-21T10:01:47
Pappersförpackningar,5,2023-01-22T08:53:47
Städning,0,2023-01-23T08:45:24
Pappersförpackningar,5,2023-01-23T09:58:16
Städning,0,2023-01-25T08:45:15
Pappersförpackningar,5,2023-01-25T08:51:18
Plastförpackningar,16,2023-01-25T13:23:20
Städning,0,2023-01-27T09:27:39
Pappersförpackningar,5,2023-01-28T09:34:14
Plastförpackningar,16,2023-01-28T08:18:04
Pappersförpackningar,5,2023-01-29T08:34:41
Städning,0,2023-01-30T08:43:40
Pappersförpackningar,5,2023-01-30T09:45:00
Tidningar,13,2023-01-31T12:12:43
Städning,0,2023-02-01T08:25:21
Pappersförpackningar,5,2023-02-01T13:36:45
Plastförpackningar,16,2023-02-01T10:51:37
Städning,0,2023-02-03T08:49:54
Pappersförpackningar,5,2023-02-04T08:17:30
Plastförpackningar,16,2023-02-04T08:24:28
Pappersförpackningar,5,2023-02-05T08:14:36
Städning,0,2023-02-06T08:41:21
Städning,0,2023-02-08T08:28:19
Pappersförpackningar,5,2023-02-08T08:25:22
Plastförpackningar,16,2023-02-08T20:59:05
Städning,0,2023-02-10T11:53:26
Pappersförpackningar,5,2023-02-11T08:15:04
Plastförpackningar,16,2023-02-11T09:35:00
Pappersförpackningar,5,2023-02-12T08:39:37
Städning,0,2023-02-13T08:48:27
Pappersförpackningar,5,2023-02-13T10:53:51
Tidningar,13,2023-02-14T08:57:42
