material,materialid,maintenance
Städning,0,2022-10-26T15:13:14
Metallförpackningar,3,2022-09-29T09:37:01
Pappersförpackningar,5,2022-11-01T09:25:00
Tidningar,13,2022-10-26T17:52:54
Plastförpackningar,16,2022-10-30T14:30:52
Ofärgade glasförpackningar,18,2022-10-15T06:42:58
Färgade glasförpackningar,19,2022-10-15T06:42:58
Plastförpackningar,16,2022-11-02T13:57:02
Städning,0,2022-11-02T16:25:45
Pappersförpackningar,5,2022-11-06T14:31:52
Plastförpackningar,16,2022-11-06T15:39:14
Pappersförpackningar,5,2022-11-08T07:32:11
Plastförpackningar,16,2022-11-09T15:08:18
Städning,0,2022-11-09T19:38:58
Tidningar,13,2022-11-10T10:06:19
Pappersförpackningar,5,2022-11-13T12:24:08
Plastförpackningar,16,2022-11-13T14:55:57
Pappersförpackningar,5,2022-11-15T11:00:37
Städning,0,2022-11-16T15:37:06
Plastförpackningar,16,2022-11-16T15:48:30
Pappersförpackningar,5,2022-11-20T13:04:52
Plastförpackningar,16,2022-11-20T15:34:59
Städning,0,2022-11-23T14:26:58
Metallförpackningar,3,2022-11-22T16:42:25
Pappersförpackningar,5,2022-11-22T13:33:30
Plastförpackningar,16,2022-11-23T14:43:12
Tidningar,13,2022-11-24T19:40:34
Pappersförpackningar,5,2022-11-27T12:03:26
Plastförpackningar,16,2022-11-27T15:29:43
Pappersförpackningar,5,2022-11-29T14:42:47
