material,materialid,maintenance
Städning,0,2022-11-01T09:03:52
Metallförpackningar,3,2022-10-26T08:18:02
Pappersförpackningar,5,2022-10-27T19:14:34
Tidningar,13,2022-08-25T06:41:46
Plastförpackningar,16,2022-11-01T18:24:46
Ofärgade glasförpackningar,18,2022-10-26T08:04:17
Färgade glasförpackningar,19,2022-10-26T08:04:17
Pappersförpackningar,5,2022-11-03T19:18:54
Städning,0,2022-11-08T07:55:39
Plastförpackningar,16,2022-11-08T18:56:21
Pappersförpackningar,5,2022-11-10T20:23:49
Städning,0,2022-11-15T08:04:38
Plastförpackningar,16,2022-11-15T18:04:10
Pappersförpackningar,5,2022-11-17T19:24:52
Städning,0,2022-11-22T11:01:02
Plastförpackningar,16,2022-11-22T19:56:15
Pappersförpackningar,5,2022-11-24T20:11:37
Städning,0,2022-11-29T08:43:06
Plastförpackningar,16,2022-11-29T18:48:58
Städning,0,2022-12-13T08:03:56
Pappersförpackningar,5,2022-12-08T20:51:43
Plastförpackningar,16,2022-12-06T19:41:09
Ofärgade glasförpackningar,18,2022-12-06T07:58:27
Färgade glasförpackningar,19,2022-12-06T07:58:27
Städning,0,2023-01-03T07:59:38
Metallförpackningar,3,2022-12-21T07:46:21
Pappersförpackningar,5,2022-12-29T19:33:42
Plastförpackningar,16,2022-12-27T19:07:08
Städning,0,2023-01-10T08:55:07
Pappersförpackningar,5,2023-01-13T17:46:14
Plastförpackningar,16,2023-01-10T18:56:10
Ofärgade glasförpackningar,18,2023-01-10T10:58:40
Färgade glasförpackningar,19,2023-01-10T10:58:40
Städning,0,2023-01-17T09:05:26
Plastförpackningar,16,2023-01-17T19:55:17
Pappersförpackningar,5,2023-01-19T18:51:35
Städning,0,2023-01-24T09:02:01
Plastförpackningar,16,2023-01-24T18:21:24
Pappersförpackningar,5,2023-01-26T18:06:52
Tidningar,13,2023-01-26T06:39:09
Städning,0,2023-01-31T08:50:38
Plastförpackningar,16,2023-01-31T19:15:59
Pappersförpackningar,5,2023-02-02T19:29:09
Städning,0,2023-02-07T09:01:06
Plastförpackningar,16,2023-02-07T18:57:36
Pappersförpackningar,5,2023-02-09T17:24:43
Tidningar,13,2023-02-09T06:41:28
Ofärgade glasförpackningar,18,2023-02-13T08:01:09
Färgade glasförpackningar,19,2023-02-13T08:01:09
Städning,0,2023-02-14T08:55:41
Plastförpackningar,16,2023-02-14T20:29:11
Metallförpackningar,3,2023-02-15T07:18:47
Pappersförpackningar,5,2023-02-16T19:34:57
Städning,0,2023-02-21T08:31:47
Plastförpackningar,16,2023-02-21T18:27:52
Pappersförpackningar,5,2023-02-23T19:25:32
Tidningar,13,2023-02-23T06:47:37
Städning,0,2023-02-28T08:59:13
Plastförpackningar,16,2023-02-28T19:01:46
Pappersförpackningar,5,2023-03-02T19:40:12
Städning,0,2023-03-07T09:12:08
Plastförpackningar,16,2023-03-07T19:28:05
Pappersförpackningar,5,2023-03-09T18:33:41
Tidningar,13,2023-03-09T06:42:25
Städning,0,2023-03-14T08:46:20
Plastförpackningar,16,2023-03-14T19:22:50
Pappersförpackningar,5,2023-03-16T20:24:29
Städning,0,2023-03-21T09:38:51
Plastförpackningar,16,2023-03-21T20:27:59
Pappersförpackningar,5,2023-03-23T18:43:52
Tidningar,13,2023-03-23T06:33:25
Städning,0,2023-03-28T09:04:27
Plastförpackningar,16,2023-03-28T17:56:55
Pappersförpackningar,5,2023-03-30T19:26:07
Ofärgade glasförpackningar,18,2023-03-30T07:58:09
Färgade glasförpackningar,19,2023-03-30T07:58:09
Städning,0,2023-04-04T08:52:25
Plastförpackningar,16,2023-04-04T11:42:35
Pappersförpackningar,5,2023-04-06T20:54:19
Tidningar,13,2023-04-06T08:03:29
Plastförpackningar,16,2023-04-11T18:38:35
Städning,0,2023-04-12T09:05:47
Metallförpackningar,3,2023-04-12T07:30:38
Pappersförpackningar,5,2023-04-13T18:54:38
Städning,0,2023-04-18T08:31:02
Plastförpackningar,16,2023-04-18T07:29:48
Pappersförpackningar,5,2023-04-20T19:45:04
Tidningar,13,2023-04-20T06:37:09
Städning,0,2023-04-25T08:53:08
Plastförpackningar,16,2023-04-25T19:55:56
Pappersförpackningar,5,2023-04-27T21:19:08
Plastförpackningar,16,2023-05-02T17:48:57
Städning,0,2023-05-03T09:45:18
Pappersförpackningar,5,2023-05-04T19:11:43
Tidningar,13,2023-05-04T07:18:28
Städning,0,2023-05-09T08:46:30
Plastförpackningar,16,2023-05-09T17:58:37
Ofärgade glasförpackningar,18,2023-05-09T08:35:42
Färgade glasförpackningar,19,2023-05-09T08:35:42
Pappersförpackningar,5,2023-05-11T19:24:07
