material,materialid,maintenance
Städning,0,2022-11-01T11:36:07
Metallförpackningar,3,2022-10-13T11:03:06
Pappersförpackningar,5,2022-10-31T12:34:59
Plastförpackningar,16,2022-11-01T15:03:07
Ofärgade glasförpackningar,18,2022-10-26T13:02:27
Färgade glasförpackningar,19,2022-10-26T13:02:27
Pappersförpackningar,5,2022-11-02T11:53:10
Städning,0,2022-11-03T14:40:37
Pappersförpackningar,5,2022-11-04T07:27:13
Plastförpackningar,16,2022-11-04T12:57:23
Pappersförpackningar,5,2022-11-06T10:27:00
Pappersförpackningar,5,2022-11-07T12:08:08
Städning,0,2022-11-08T10:34:04
Plastförpackningar,16,2022-11-08T16:05:28
Pappersförpackningar,5,2022-11-09T12:30:05
Städning,0,2022-11-10T14:26:59
Ofärgade glasförpackningar,18,2022-11-10T08:17:20
Färgade glasförpackningar,19,2022-11-10T08:17:20
Pappersförpackningar,5,2022-11-11T07:37:39
Plastförpackningar,16,2022-11-11T14:59:30
Pappersförpackningar,5,2022-11-13T11:13:41
Pappersförpackningar,5,2022-11-14T12:59:13
Städning,0,2022-11-15T11:43:43
Plastförpackningar,16,2022-11-15T14:52:43
Pappersförpackningar,5,2022-11-16T11:02:27
Städning,0,2022-11-17T15:02:54
Pappersförpackningar,5,2022-11-18T07:39:19
Plastförpackningar,16,2022-11-18T14:53:10
Pappersförpackningar,5,2022-11-20T10:19:11
Pappersförpackningar,5,2022-11-21T13:36:04
Städning,0,2022-11-22T14:26:41
Pappersförpackningar,5,2022-11-23T10:35:53
Plastförpackningar,16,2022-11-22T15:33:17
Städning,0,2022-11-24T15:26:02
Metallförpackningar,3,2022-11-24T09:38:04
Ofärgade glasförpackningar,18,2022-11-24T10:48:17
Färgade glasförpackningar,19,2022-11-24T10:48:17
Pappersförpackningar,5,2022-11-25T07:35:25
Plastförpackningar,16,2022-11-25T14:05:51
Pappersförpackningar,5,2022-11-27T10:44:13
Pappersförpackningar,5,2022-11-28T11:27:05
Städning,0,2022-11-29T11:39:54
Plastförpackningar,16,2022-11-29T11:12:38
Städning,0,2022-12-13T11:11:44
Pappersförpackningar,5,2022-12-13T14:32:36
Plastförpackningar,16,2022-12-09T15:13:43
Ofärgade glasförpackningar,18,2022-12-07T12:22:04
Färgade glasförpackningar,19,2022-12-07T12:22:04
Städning,0,2023-01-03T12:08:54
Pappersförpackningar,5,2023-01-02T13:06:23
Plastförpackningar,16,2023-01-03T13:51:51
Ofärgade glasförpackningar,18,2022-12-22T07:15:28
Färgade glasförpackningar,19,2022-12-22T07:15:28
Städning,0,2023-01-12T14:36:34
Metallförpackningar,3,2023-01-05T10:06:27
Pappersförpackningar,5,2023-01-13T07:44:08
Plastförpackningar,16,2023-01-13T15:28:15
Ofärgade glasförpackningar,18,2023-01-04T13:42:27
Färgade glasförpackningar,19,2023-01-04T13:42:27
Pappersförpackningar,5,2023-01-15T10:33:02
Pappersförpackningar,5,2023-01-16T12:30:27
Städning,0,2023-01-17T09:45:21
Plastförpackningar,16,2023-01-17T14:09:10
Pappersförpackningar,5,2023-01-18T10:44:17
Städning,0,2023-01-19T14:37:25
Pappersförpackningar,5,2023-01-20T08:20:44
Plastförpackningar,16,2023-01-20T14:10:32
Pappersförpackningar,5,2023-01-22T10:44:17
Ofärgade glasförpackningar,18,2023-01-22T13:49:47
Färgade glasförpackningar,19,2023-01-22T13:49:47
Städning,0,2023-01-24T11:44:59
Plastförpackningar,16,2023-01-24T14:13:57
Pappersförpackningar,5,2023-01-25T09:16:59
Städning,0,2023-01-26T15:08:57
Pappersförpackningar,5,2023-01-27T07:38:03
Plastförpackningar,16,2023-01-27T13:43:28
Pappersförpackningar,5,2023-01-29T10:07:44
Pappersförpackningar,5,2023-01-30T11:55:16
Städning,0,2023-01-31T09:52:14
Plastförpackningar,16,2023-01-31T13:39:30
Pappersförpackningar,5,2023-02-01T08:15:42
Ofärgade glasförpackningar,18,2023-02-01T19:12:37
Färgade glasförpackningar,19,2023-02-01T19:12:37
Städning,0,2023-02-02T14:55:18
Pappersförpackningar,5,2023-02-03T10:36:29
Plastförpackningar,16,2023-02-03T14:03:28
Pappersförpackningar,5,2023-02-05T10:02:12
Pappersförpackningar,5,2023-02-06T11:26:30
Städning,0,2023-02-07T11:01:11
Plastförpackningar,16,2023-02-07T16:20:52
Pappersförpackningar,5,2023-02-08T12:47:38
Städning,0,2023-02-09T14:44:14
Pappersförpackningar,5,2023-02-10T07:46:01
Plastförpackningar,16,2023-02-10T10:29:08
Pappersförpackningar,5,2023-02-12T08:19:46
Pappersförpackningar,5,2023-02-13T10:59:51
Städning,0,2023-02-14T10:07:27
Pappersförpackningar,5,2023-02-14T14:31:43
Pappersförpackningar,5,2023-02-15T12:29:56
Städning,0,2023-02-16T14:12:16
Metallförpackningar,3,2023-02-16T10:18:50
