material,materialid,maintenance
Städning,0,2022-11-01T11:31:26
Metallförpackningar,3,2022-10-20T12:14:38
Pappersförpackningar,5,2022-10-31T10:57:15
Plastförpackningar,16,2022-10-31T10:57:15
Ofärgade glasförpackningar,18,2022-10-19T10:21:42
Färgade glasförpackningar,19,2022-10-19T10:21:42
Ofärgade glasförpackningar,18,2022-11-02T09:48:38
Färgade glasförpackningar,19,2022-11-02T09:48:38
Pappersförpackningar,5,2022-11-03T10:24:58
Plastförpackningar,16,2022-11-03T10:24:58
Plastförpackningar,16,2022-11-06T07:35:30
Pappersförpackningar,5,2022-11-07T06:46:25
Plastförpackningar,16,2022-11-07T06:46:25
Städning,0,2022-11-08T13:56:46
Pappersförpackningar,5,2022-11-10T08:46:21
Plastförpackningar,16,2022-11-10T08:46:21
Plastförpackningar,16,2022-11-13T07:07:40
Pappersförpackningar,5,2022-11-14T07:12:21
Plastförpackningar,16,2022-11-14T07:12:21
Städning,0,2022-11-15T09:20:01
Ofärgade glasförpackningar,18,2022-11-16T07:10:04
Färgade glasförpackningar,19,2022-11-16T07:10:04
Pappersförpackningar,5,2022-11-17T10:37:38
Plastförpackningar,16,2022-11-17T10:37:38
Pappersförpackningar,5,2022-11-20T07:34:45
Pappersförpackningar,5,2022-11-21T08:34:00
Plastförpackningar,16,2022-11-21T08:34:00
Städning,0,2022-11-22T09:37:33
Ofärgade glasförpackningar,18,2022-11-23T06:54:03
Färgade glasförpackningar,19,2022-11-23T06:54:03
Pappersförpackningar,5,2022-11-24T09:14:57
Plastförpackningar,16,2022-11-24T09:14:57
Plastförpackningar,16,2022-11-27T06:54:06
Pappersförpackningar,5,2022-11-28T06:20:48
Plastförpackningar,16,2022-11-28T06:20:48
Städning,0,2022-11-29T13:08:12
Städning,0,2022-12-13T12:53:16
Metallförpackningar,3,2022-12-01T16:10:51
Pappersförpackningar,5,2022-12-12T07:09:09
Plastförpackningar,16,2022-12-12T07:09:09
Ofärgade glasförpackningar,18,2022-12-07T07:34:31
Färgade glasförpackningar,19,2022-12-07T07:34:31
Städning,0,2023-01-03T13:26:23
Pappersförpackningar,5,2023-01-02T09:18:54
Plastförpackningar,16,2023-01-02T09:18:54
Ofärgade glasförpackningar,18,2022-12-21T07:19:03
Färgade glasförpackningar,19,2022-12-21T07:19:03
Städning,0,2023-01-13T10:27:22
Metallförpackningar,3,2023-01-12T08:20:32
Pappersförpackningar,5,2023-01-12T08:20:32
Plastförpackningar,16,2023-01-12T08:20:32
Ofärgade glasförpackningar,18,2023-01-11T08:31:59
Färgade glasförpackningar,19,2023-01-11T08:31:59
Plastförpackningar,16,2023-01-15T07:21:11
Pappersförpackningar,5,2023-01-16T06:57:38
Plastförpackningar,16,2023-01-16T06:57:38
Städning,0,2023-01-17T12:33:43
Ofärgade glasförpackningar,18,2023-01-18T07:42:49
Färgade glasförpackningar,19,2023-01-18T07:42:49
Pappersförpackningar,5,2023-01-19T09:00:08
Plastförpackningar,16,2023-01-19T09:00:08
Städning,0,2023-01-20T09:56:13
Plastförpackningar,16,2023-01-22T08:47:29
Städning,0,2023-01-24T13:23:01
Pappersförpackningar,5,2023-01-26T07:58:11
Plastförpackningar,16,2023-01-26T07:58:11
Ofärgade glasförpackningar,18,2023-01-25T07:49:18
Färgade glasförpackningar,19,2023-01-25T07:49:18
Städning,0,2023-01-27T09:56:17
Pappersförpackningar,5,2023-01-30T07:23:53
Plastförpackningar,16,2023-01-30T07:23:53
Städning,0,2023-01-31T12:35:02
Ofärgade glasförpackningar,18,2023-02-01T09:50:27
Färgade glasförpackningar,19,2023-02-01T09:50:27
Pappersförpackningar,5,2023-02-02T08:37:44
Plastförpackningar,16,2023-02-02T08:37:44
Städning,0,2023-02-03T09:55:06
Plastförpackningar,16,2023-02-05T11:37:18
Pappersförpackningar,5,2023-02-06T07:47:09
Plastförpackningar,16,2023-02-06T07:47:09
Städning,0,2023-02-07T12:55:46
Pappersförpackningar,5,2023-02-09T07:37:00
Plastförpackningar,16,2023-02-09T07:37:00
Plastförpackningar,16,2023-02-12T06:29:17
Pappersförpackningar,5,2023-02-13T07:07:09
Plastförpackningar,16,2023-02-13T07:07:09
Städning,0,2023-02-14T12:10:15
Ofärgade glasförpackningar,18,2023-02-15T06:58:33
Färgade glasförpackningar,19,2023-02-15T06:58:33
Pappersförpackningar,5,2023-02-16T08:31:13
Plastförpackningar,16,2023-02-16T08:31:13
Städning,0,2023-02-17T09:35:33
Plastförpackningar,16,2023-02-19T10:57:29
Pappersförpackningar,5,2023-02-20T08:43:46
Plastförpackningar,16,2023-02-20T08:43:46
Städning,0,2023-02-21T17:23:06
Ofärgade glasförpackningar,18,2023-02-22T13:38:11
Färgade glasförpackningar,19,2023-02-22T13:38:11
Pappersförpackningar,5,2023-02-23T07:19:16
