material,materialid,maintenance
Städning,0,2022-10-31T08:21:40
Metallförpackningar,3,2022-10-27T18:52:21
Pappersförpackningar,5,2022-11-01T08:06:45
Tidningar,13,2022-10-27T07:12:48
Plastförpackningar,16,2022-11-01T07:20:56
Ofärgade glasförpackningar,18,2022-10-26T09:29:21
Färgade glasförpackningar,19,2022-10-26T09:29:21
Städning,0,2022-11-02T07:43:30
Pappersförpackningar,5,2022-11-02T09:01:40
Plastförpackningar,16,2022-11-02T07:18:31
Ofärgade glasförpackningar,18,2022-11-02T15:12:09
Färgade glasförpackningar,19,2022-11-02T15:12:09
Pappersförpackningar,5,2022-11-03T09:30:29
Tidningar,13,2022-11-03T07:04:15
Plastförpackningar,16,2022-11-03T11:28:07
Städning,0,2022-11-04T08:03:31
Pappersförpackningar,5,2022-11-04T15:17:23
Pappersförpackningar,5,2022-11-05T16:04:08
Plastförpackningar,16,2022-11-05T11:33:45
Pappersförpackningar,5,2022-11-06T16:04:57
Plastförpackningar,16,2022-11-06T15:08:33
Städning,0,2022-11-07T07:50:03
Pappersförpackningar,5,2022-11-07T14:26:08
Pappersförpackningar,5,2022-11-08T09:28:15
Plastförpackningar,16,2022-11-08T07:36:36
Städning,0,2022-11-09T07:32:21
Pappersförpackningar,5,2022-11-09T09:01:45
Plastförpackningar,16,2022-11-09T13:12:46
Pappersförpackningar,5,2022-11-10T09:23:16
Plastförpackningar,16,2022-11-10T10:24:03
Städning,0,2022-11-11T07:40:09
Pappersförpackningar,5,2022-11-11T15:17:30
Ofärgade glasförpackningar,18,2022-11-11T13:10:49
Färgade glasförpackningar,19,2022-11-11T13:10:49
Pappersförpackningar,5,2022-11-12T16:21:35
Plastförpackningar,16,2022-11-12T11:12:19
Pappersförpackningar,5,2022-11-13T15:53:08
Plastförpackningar,16,2022-11-13T15:13:14
Städning,0,2022-11-14T11:18:29
Pappersförpackningar,5,2022-11-14T16:17:52
Pappersförpackningar,5,2022-11-15T08:01:57
Plastförpackningar,16,2022-11-15T08:06:41
Städning,0,2022-11-16T07:37:16
Pappersförpackningar,5,2022-11-16T09:21:48
Plastförpackningar,16,2022-11-16T08:33:45
Pappersförpackningar,5,2022-11-17T08:29:49
Tidningar,13,2022-11-17T07:04:17
Plastförpackningar,16,2022-11-17T16:48:41
Städning,0,2022-11-18T07:55:08
Metallförpackningar,3,2022-11-18T14:37:34
Pappersförpackningar,5,2022-11-18T15:20:09
Pappersförpackningar,5,2022-11-19T15:42:20
Plastförpackningar,16,2022-11-19T11:05:45
Ofärgade glasförpackningar,18,2022-11-19T14:03:14
Färgade glasförpackningar,19,2022-11-19T14:03:14
Pappersförpackningar,5,2022-11-20T12:58:28
Plastförpackningar,16,2022-11-20T14:52:47
Städning,0,2022-11-21T14:32:21
Pappersförpackningar,5,2022-11-21T16:09:01
Städning,0,2022-11-23T07:54:06
Pappersförpackningar,5,2022-11-23T08:22:52
Plastförpackningar,16,2022-11-23T07:36:22
Pappersförpackningar,5,2022-11-24T08:32:52
Tidningar,13,2022-11-24T06:57:57
Plastförpackningar,16,2022-11-24T11:20:34
Städning,0,2022-11-25T08:18:02
Pappersförpackningar,5,2022-11-25T17:51:37
