material,materialid,maintenance
Städning,0,2022-10-31T13:20:50
Metallförpackningar,3,2022-11-01T11:41:19
Pappersförpackningar,5,2022-10-31T13:30:32
Tidningar,13,2022-10-11T19:16:06
Plastförpackningar,16,2022-10-26T13:50:20
Ofärgade glasförpackningar,18,2022-11-01T07:14:48
Färgade glasförpackningar,19,2022-11-01T07:14:48
Städning,0,2022-11-02T06:54:44
Plastförpackningar,16,2022-11-02T13:49:16
Pappersförpackningar,5,2022-11-02T17:17:37
Städning,0,2022-11-04T08:44:44
Pappersförpackningar,5,2022-11-04T11:42:43
Städning,0,2022-11-07T11:50:53
Pappersförpackningar,5,2022-11-07T13:53:48
Städning,0,2022-11-09T06:12:47
Pappersförpackningar,5,2022-11-09T16:57:43
Plastförpackningar,16,2022-11-09T14:05:28
Städning,0,2022-11-11T08:07:05
Pappersförpackningar,5,2022-11-11T10:45:23
Pappersförpackningar,5,2022-11-13T14:21:17
Städning,0,2022-11-14T13:59:58
Pappersförpackningar,5,2022-11-14T13:30:44
Ofärgade glasförpackningar,18,2022-11-15T07:37:50
Färgade glasförpackningar,19,2022-11-15T07:37:50
Städning,0,2022-11-16T06:37:09
Plastförpackningar,16,2022-11-16T14:24:27
Städning,0,2022-11-18T07:12:29
Pappersförpackningar,5,2022-11-18T11:08:12
Städning,0,2022-11-21T14:12:17
Pappersförpackningar,5,2022-11-21T14:26:52
Städning,0,2022-11-23T05:49:25
Pappersförpackningar,5,2022-11-23T16:57:28
Plastförpackningar,16,2022-11-23T14:52:18
Tidningar,13,2022-11-24T09:42:25
Städning,0,2022-11-25T07:01:01
Pappersförpackningar,5,2022-11-25T10:54:02
Städning,0,2022-11-28T14:31:20
Pappersförpackningar,5,2022-11-28T15:08:53
Metallförpackningar,3,2022-11-29T12:15:15
Tidningar,13,2022-11-29T12:06:27
Ofärgade glasförpackningar,18,2022-11-29T08:01:43
Färgade glasförpackningar,19,2022-11-29T08:01:43
Städning,0,2022-12-12T10:23:31
Pappersförpackningar,5,2022-12-12T13:25:39
Tidningar,13,2022-12-08T12:47:10
Plastförpackningar,16,2022-12-07T14:22:05
Ofärgade glasförpackningar,18,2022-12-13T06:48:14
Färgade glasförpackningar,19,2022-12-13T06:48:14
Städning,0,2023-01-02T05:26:31
Metallförpackningar,3,2022-12-27T11:59:41
Pappersförpackningar,5,2023-01-02T11:41:32
Tidningar,13,2022-12-29T14:08:03
Plastförpackningar,16,2022-12-28T14:26:53
Ofärgade glasförpackningar,18,2022-12-27T07:56:28
Färgade glasförpackningar,19,2022-12-27T07:56:28
Städning,0,2023-01-13T19:53:31
Pappersförpackningar,5,2023-01-13T11:01:10
Plastförpackningar,16,2023-01-11T13:43:59
Ofärgade glasförpackningar,18,2023-01-10T08:31:44
Färgade glasförpackningar,19,2023-01-10T08:31:44
Pappersförpackningar,5,2023-01-15T11:55:16
Städning,0,2023-01-16T03:42:13
Pappersförpackningar,5,2023-01-16T13:15:47
Städning,0,2023-01-18T19:35:55
Pappersförpackningar,5,2023-01-18T15:35:21
Plastförpackningar,16,2023-01-18T14:02:07
Städning,0,2023-01-20T06:07:54
Pappersförpackningar,5,2023-01-20T11:25:34
Städning,0,2023-01-23T14:53:30
Pappersförpackningar,5,2023-01-23T13:57:59
Metallförpackningar,3,2023-01-24T12:50:19
Ofärgade glasförpackningar,18,2023-01-24T09:33:21
Färgade glasförpackningar,19,2023-01-24T09:33:21
Städning,0,2023-01-25T05:30:35
Pappersförpackningar,5,2023-01-25T16:46:11
Plastförpackningar,16,2023-01-25T14:50:28
Städning,0,2023-01-27T15:02:41
Pappersförpackningar,5,2023-01-27T11:11:59
Pappersförpackningar,5,2023-01-29T10:53:37
Städning,0,2023-01-30T02:47:01
Pappersförpackningar,5,2023-01-30T13:50:24
Städning,0,2023-02-01T18:54:18
Pappersförpackningar,5,2023-02-01T16:28:29
Tidningar,13,2023-02-01T12:37:44
Plastförpackningar,16,2023-02-01T14:19:55
Städning,0,2023-02-03T06:16:03
Pappersförpackningar,5,2023-02-03T11:16:39
Pappersförpackningar,5,2023-02-05T14:08:36
Städning,0,2023-02-06T03:48:23
Pappersförpackningar,5,2023-02-06T14:16:34
Ofärgade glasförpackningar,18,2023-02-07T07:43:47
Färgade glasförpackningar,19,2023-02-07T07:43:47
Städning,0,2023-02-08T06:55:34
Pappersförpackningar,5,2023-02-08T14:46:12
Plastförpackningar,16,2023-02-08T13:33:53
Pappersförpackningar,5,2023-02-10T11:15:23
Pappersförpackningar,5,2023-02-12T10:36:45
Städning,0,2023-02-13T10:42:13
Pappersförpackningar,5,2023-02-13T13:45:53
