material,materialid,maintenance
Städning,0,2022-10-31T09:47:43
Metallförpackningar,3,2022-10-31T11:50:20
Pappersförpackningar,5,2022-11-01T16:37:28
Tidningar,13,2022-10-24T15:25:34
Plastförpackningar,16,2022-11-01T10:43:29
Ofärgade glasförpackningar,18,2022-10-26T08:44:28
Färgade glasförpackningar,19,2022-10-26T08:44:28
Städning,0,2022-11-02T09:33:38
Pappersförpackningar,5,2022-11-02T10:06:11
Tidningar,13,2022-11-02T10:02:08
Ofärgade glasförpackningar,18,2022-11-02T08:42:14
Färgade glasförpackningar,19,2022-11-02T08:42:14
Pappersförpackningar,5,2022-11-03T09:40:31
Städning,0,2022-11-04T09:43:55
Pappersförpackningar,5,2022-11-04T08:48:41
Plastförpackningar,16,2022-11-04T07:47:49
Pappersförpackningar,5,2022-11-05T15:53:52
Plastförpackningar,16,2022-11-05T11:25:05
Städning,0,2022-11-06T10:38:30
Pappersförpackningar,5,2022-11-06T14:00:30
Plastförpackningar,16,2022-11-06T12:21:46
Städning,0,2022-11-07T10:03:20
Pappersförpackningar,5,2022-11-07T09:24:57
Pappersförpackningar,5,2022-11-08T15:46:23
Plastförpackningar,16,2022-11-08T11:25:49
Städning,0,2022-11-09T09:27:08
Pappersförpackningar,5,2022-11-09T09:13:06
Ofärgade glasförpackningar,18,2022-11-09T08:52:18
Färgade glasförpackningar,19,2022-11-09T08:52:18
Pappersförpackningar,5,2022-11-10T09:43:16
Städning,0,2022-11-11T09:53:24
Pappersförpackningar,5,2022-11-11T09:18:35
Pappersförpackningar,5,2022-11-12T15:54:47
Plastförpackningar,16,2022-11-12T12:08:17
Städning,0,2022-11-13T11:38:55
Pappersförpackningar,5,2022-11-13T14:36:33
Städning,0,2022-11-14T10:18:47
Metallförpackningar,3,2022-11-14T10:19:09
Pappersförpackningar,5,2022-11-14T09:40:42
Pappersförpackningar,5,2022-11-15T16:30:16
Städning,0,2022-11-16T09:23:53
Pappersförpackningar,5,2022-11-16T09:09:13
Ofärgade glasförpackningar,18,2022-11-16T13:36:41
Färgade glasförpackningar,19,2022-11-16T13:36:41
Pappersförpackningar,5,2022-11-17T09:31:19
Städning,0,2022-11-18T11:05:21
Pappersförpackningar,5,2022-11-18T09:21:36
Plastförpackningar,16,2022-11-18T09:32:03
Pappersförpackningar,5,2022-11-19T16:33:04
Städning,0,2022-11-20T12:19:13
Pappersförpackningar,5,2022-11-20T17:21:18
Plastförpackningar,16,2022-11-20T11:36:31
Städning,0,2022-11-21T10:12:35
Pappersförpackningar,5,2022-11-21T08:00:50
Städning,0,2022-11-23T10:13:01
Pappersförpackningar,5,2022-11-23T09:43:27
Plastförpackningar,16,2022-11-22T10:53:19
Pappersförpackningar,5,2022-11-24T10:33:02
Ofärgade glasförpackningar,18,2022-11-24T09:21:06
Färgade glasförpackningar,19,2022-11-24T09:21:06
Städning,0,2022-11-25T10:13:53
Pappersförpackningar,5,2022-11-25T08:37:55
Plastförpackningar,16,2022-11-25T07:43:04
Pappersförpackningar,5,2022-11-26T18:23:42
Städning,0,2022-11-27T12:07:01
Pappersförpackningar,5,2022-11-27T13:03:40
Plastförpackningar,16,2022-11-27T11:48:30
Städning,0,2022-11-28T10:16:14
Metallförpackningar,3,2022-11-28T10:47:56
Pappersförpackningar,5,2022-11-28T10:41:33
Tidningar,13,2022-11-28T10:34:42
Pappersförpackningar,5,2022-11-29T16:02:37
Plastförpackningar,16,2022-11-29T13:45:11
Städning,0,2022-12-12T11:10:07
Metallförpackningar,3,2022-12-12T10:13:41
Pappersförpackningar,5,2022-12-13T15:16:12
Tidningar,13,2022-12-12T13:58:15
Plastförpackningar,16,2022-12-13T09:05:18
Ofärgade glasförpackningar,18,2022-12-06T17:43:31
Färgade glasförpackningar,19,2022-12-06T17:43:31
Städning,0,2023-01-02T09:58:27
Metallförpackningar,3,2022-12-26T11:51:45
Pappersförpackningar,5,2023-01-03T11:31:19
Tidningar,13,2023-01-02T13:06:45
Plastförpackningar,16,2023-01-03T07:46:03
Ofärgade glasförpackningar,18,2023-01-03T08:26:06
Färgade glasförpackningar,19,2023-01-03T08:26:06
Städning,0,2023-01-13T09:18:50
Metallförpackningar,3,2023-01-09T15:01:32
Pappersförpackningar,5,2023-01-14T14:51:24
Tidningar,13,2023-01-09T13:17:43
Plastförpackningar,16,2023-01-13T11:13:05
Ofärgade glasförpackningar,18,2023-01-10T09:02:23
Färgade glasförpackningar,19,2023-01-10T09:02:23
Städning,0,2023-01-15T11:31:48
Pappersförpackningar,5,2023-01-15T13:32:21
Plastförpackningar,16,2023-01-15T13:21:15
Städning,0,2023-01-16T10:35:27
Pappersförpackningar,5,2023-01-16T08:26:11
Pappersförpackningar,5,2023-01-17T14:21:42
Plastförpackningar,16,2023-01-17T15:59:38
Städning,0,2023-01-18T09:32:04
Pappersförpackningar,5,2023-01-18T09:27:35
